property_name,property_sub_name,facilities,nearby,advantages,price_details,link,tags
godrej nature plus,"2, 3 bhk apartment in sector-33 sohna, gurgaon","['natural pond', 'swimming pool', 'skating rink', 'gazebo', 'cafeteria', 'billiards', 'fountain', 'shopping centre', 'cricket pitch']","['k. r. mangalam university', 'badshahpur sohna rd hwy', 'gurjar samrat jaipal khatana marg', 'signature global infinity mall sohna', 'vidya niketan sr sec school']","{'k. r. mangalam university': '1.1 km', 'badshahpur sohna rd hwy': '1.7 km', 'gurjar samrat jaipal khatana marg': '2.3 km', 'signature global infinity mall sohna': '2.3 km', 'vidya niketan sr sec school': '4.7 km', 'sanjivani hospital': '7 km', 'garhi harsaru junction': '30.5 km', 'indira gandhi intl airport': '35.6 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '822.79 - 1,928 sq.ft.', 'price-range': '₹ 1.1 - 2.58 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '925.7 - 2,000 sq.ft.', 'price-range': '₹ 1.25 - 2.7 cr'}}",https://www.99acres.com/godrej-nature-plus-sector-33-sohna-gurgaon-npxid-r297055,"2, 3 bhk apartment in sector-33 sohna, gurgaon ['natural pond', 'swimming pool', 'skating rink', 'gazebo', 'cafeteria', 'billiards', 'fountain', 'shopping centre', 'cricket pitch'] ['k. r. mangalam university', 'badshahpur sohna rd hwy', 'gurjar samrat jaipal khatana marg', 'signature global infinity mall sohna', 'vidya niketan sr sec school'] {'k. r. mangalam university': '1.1 km', 'badshahpur sohna rd hwy': '1.7 km', 'gurjar samrat jaipal khatana marg': '2.3 km', 'signature global infinity mall sohna': '2.3 km', 'vidya niketan sr sec school': '4.7 km', 'sanjivani hospital': '7 km', 'garhi harsaru junction': '30.5 km', 'indira gandhi intl airport': '35.6 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '822.79 - 1,928 sq.ft.', 'price-range': '₹ 1.1 - 2.58 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '925.7 - 2,000 sq.ft.', 'price-range': '₹ 1.25 - 2.7 cr'}}"
bestech park view grand spa,"3, 4, 5 bhk apartment in sector 81, gurgaon","['automated car wash', 'acupressure park', 'swimming pool', 'golf course', 'salon', 'card room', 'restaurant', 'high speed elevators', 'waiting lounge']","[""st. xavier's high school"", 'spectra hospital', 'sapphire 83 mall', 'hyatt regency gurgaon', 'nh-8, imt manesar']","{""st. xavier's high school"": '0.65 km', 'spectra hospital': '0.75 km', 'sapphire 83 mall': '2.5 km', 'hyatt regency gurgaon': '4.9 km', 'nh-8, imt manesar': '5.4 km', 'dwarka expressway': '5.6 km', 'imt manesar': '8.1 km', 'national tennis academy': '9.7 km', 'skyjumper trampoline park': '13.5 km', 'indira gandhi international airport': '30 km'}","{'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,660 sq.ft.', 'price-range': '₹ 2.5 - 3 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,185 - 7,054 sq.ft.', 'price-range': '₹ 3.1 - 6.87 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '5,840 sq.ft.', 'price-range': '₹ 5.5 - 7 cr'}}",https://www.99acres.com/bestech-park-view-grand-spa-sector-81-gurgaon-npxid-r2086,"3, 4, 5 bhk apartment in sector 81, gurgaon ['automated car wash', 'acupressure park', 'swimming pool', 'golf course', 'salon', 'card room', 'restaurant', 'high speed elevators', 'waiting lounge'] [""st. xavier's high school"", 'spectra hospital', 'sapphire 83 mall', 'hyatt regency gurgaon', 'nh-8, imt manesar'] {""st. xavier's high school"": '0.65 km', 'spectra hospital': '0.75 km', 'sapphire 83 mall': '2.5 km', 'hyatt regency gurgaon': '4.9 km', 'nh-8, imt manesar': '5.4 km', 'dwarka expressway': '5.6 km', 'imt manesar': '8.1 km', 'national tennis academy': '9.7 km', 'skyjumper trampoline park': '13.5 km', 'indira gandhi international airport': '30 km'} {'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,660 sq.ft.', 'price-range': '₹ 2.5 - 3 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,185 - 7,054 sq.ft.', 'price-range': '₹ 3.1 - 6.87 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '5,840 sq.ft.', 'price-range': '₹ 5.5 - 7 cr'}}"
shree vardhman victoria,"2, 3 bhk apartment in sector 70, gurgaon","['bus shelter', 'swimming pool', 'school', 'card room', 'pergola', 'high speed elevators', 'sauna', 'steam room', 'water softener plant']","['golf course extn road', 'sohna road', 'tulip violet society, sector 69', 'spaze palazo, golf course ext rd', 'federal bank sector 71']","{'golf course extn road': '200 meter', 'sohna road': '500 meter', 'tulip violet society, sector 69': '1.8 km', 'spaze palazo, golf course ext rd': '3.3 km', 'federal bank sector 71': '3.4 km', 'kunskapsskolan international': '3.4 km', 'southern peripheral rd, gurugram': '3.5 km', 'ektaa hospitals main sohna rd': '4 km', 'central bank of india sohna rd': '4.2 km', 'sanjeevani hospital - child specialist': '4.2 km', 'vatika business park sohna rd': '4.2 km', 'indianoil, hasanpur': '4.5 km', 'the medicity, spaze itech park': '5 km', 'axis bank, sohna rd': '5.6 km', 'airia mall': '5.9 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,300 - 1,350 sq.ft.', 'price-range': '₹ 1.03 - 1.09 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,950 sq.ft.', 'price-range': '₹ 1.55 - 1.6 cr'}}",https://www.99acres.com/shree-vardhman-victoria-sector-70-gurgaon-npxid-r28294,"2, 3 bhk apartment in sector 70, gurgaon ['bus shelter', 'swimming pool', 'school', 'card room', 'pergola', 'high speed elevators', 'sauna', 'steam room', 'water softener plant'] ['golf course extn road', 'sohna road', 'tulip violet society, sector 69', 'spaze palazo, golf course ext rd', 'federal bank sector 71'] {'golf course extn road': '200 meter', 'sohna road': '500 meter', 'tulip violet society, sector 69': '1.8 km', 'spaze palazo, golf course ext rd': '3.3 km', 'federal bank sector 71': '3.4 km', 'kunskapsskolan international': '3.4 km', 'southern peripheral rd, gurugram': '3.5 km', 'ektaa hospitals main sohna rd': '4 km', 'central bank of india sohna rd': '4.2 km', 'sanjeevani hospital - child specialist': '4.2 km', 'vatika business park sohna rd': '4.2 km', 'indianoil, hasanpur': '4.5 km', 'the medicity, spaze itech park': '5 km', 'axis bank, sohna rd': '5.6 km', 'airia mall': '5.9 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,300 - 1,350 sq.ft.', 'price-range': '₹ 1.03 - 1.09 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,950 sq.ft.', 'price-range': '₹ 1.55 - 1.6 cr'}}"
silverglades the melia,"2, 3, 4 bhk apartment in sohna, gurgaon","['swimming pool', 'football', 'bar/chill-out lounge', 'laundry', 'reading lounge', 'golf course', 'conference room', 'card room', 'restaurant']","['sohna road', 'shambhu dayal high school', 'global city centre mall', 'gd goenka university', 'vardaan hospital and trauma centre']","{'sohna road': '0.75 km', 'shambhu dayal high school': '1 km', 'global city centre mall': '2.4 km', 'gd goenka university': '2.6 km', 'vardaan hospital and trauma centre': '4.7 km', 'sohna bus stand': '4.7 km', 'ascendas onehub gurgaon': '5.8 km', 'western peripheral expressway': '12.9 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,350 sq.ft.', 'price-range': 'price on request'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,750 sq.ft.', 'price-range': 'price on request'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,400 sq.ft.', 'price-range': 'price on request'}}",https://www.99acres.com/silverglades-the-melia-sohna-gurgaon-npxid-r26828,"2, 3, 4 bhk apartment in sohna, gurgaon ['swimming pool', 'football', 'bar/chill-out lounge', 'laundry', 'reading lounge', 'golf course', 'conference room', 'card room', 'restaurant'] ['sohna road', 'shambhu dayal high school', 'global city centre mall', 'gd goenka university', 'vardaan hospital and trauma centre'] {'sohna road': '0.75 km', 'shambhu dayal high school': '1 km', 'global city centre mall': '2.4 km', 'gd goenka university': '2.6 km', 'vardaan hospital and trauma centre': '4.7 km', 'sohna bus stand': '4.7 km', 'ascendas onehub gurgaon': '5.8 km', 'western peripheral expressway': '12.9 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,350 sq.ft.', 'price-range': 'price on request'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,750 sq.ft.', 'price-range': 'price on request'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,400 sq.ft.', 'price-range': 'price on request'}}"
shree vardhman flora,"2, 3, 4 bhk apartment in sector 90, gurgaon","['swimming pool', 'school', 'sauna', 'steam room', 'billiards', 'fountain', 'shopping centre', 'lawn tennis court', 'earthquake resistant']","['holiday inn gurugram sector 90', 'iris broadway mall', 'aarvy healthcare hospital', 'flying wings badminton academy', 'saraswati model school']","{'holiday inn gurugram sector 90': '1.9 km', 'iris broadway mall': '2.2 km', 'aarvy healthcare hospital': '2.3 km', 'flying wings badminton academy': '2.9 km', 'saraswati model school': '3.3 km', 'garhi harsaru junction': '4.4 km', 'dwarka expressway': '6.8 km', 'sgt university': '11.3 km', 'orchid business park': '16.7 km', 'indira gandhi international airport': '30.5 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,300 sq.ft.', 'price-range': 'price on request'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,875 sq.ft.', 'price-range': 'price on request'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,475 sq.ft.', 'price-range': 'price on request'}}",https://www.99acres.com/shree-vardhman-flora-sector-90-gurgaon-npxid-r28296,"2, 3, 4 bhk apartment in sector 90, gurgaon ['swimming pool', 'school', 'sauna', 'steam room', 'billiards', 'fountain', 'shopping centre', 'lawn tennis court', 'earthquake resistant'] ['holiday inn gurugram sector 90', 'iris broadway mall', 'aarvy healthcare hospital', 'flying wings badminton academy', 'saraswati model school'] {'holiday inn gurugram sector 90': '1.9 km', 'iris broadway mall': '2.2 km', 'aarvy healthcare hospital': '2.3 km', 'flying wings badminton academy': '2.9 km', 'saraswati model school': '3.3 km', 'garhi harsaru junction': '4.4 km', 'dwarka expressway': '6.8 km', 'sgt university': '11.3 km', 'orchid business park': '16.7 km', 'indira gandhi international airport': '30.5 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,300 sq.ft.', 'price-range': 'price on request'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,875 sq.ft.', 'price-range': 'price on request'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,475 sq.ft.', 'price-range': 'price on request'}}"
vatika seven elements,"2, 3, 4 bhk apartment in sector 89 a, gurgaon","['valet parking', 'food court', 'swimming pool', 'business lounge', 'school', 'restaurant', 'pergola', 'grocery shop', 'squash court']","['pataudi road', 'dwarka expy', 'newtown square mall', 'euro international school', 'shri balaji’s multispeciality hospital']","{'pataudi road': '400 meter', 'dwarka expy': '3.3 km', 'newtown square mall': '3.5 km', 'euro international school': '7.5 km', 'shri balaji’s multispeciality hospital': '8 km', 'sgt university': '9.6 km', 'farrukh nagar railway station': '15.7 km', 'indira gandhi intl airport': '30 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,605 - 1,650 sq.ft.', 'price-range': '₹ 1.15 - 1.18 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,920 - 3,155 sq.ft.', 'price-range': '₹ 1.38 - 2.26 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,465 - 3,695 sq.ft.', 'price-range': '₹ 1.77 - 2.65 cr'}}",https://www.99acres.com/vatika-seven-elements-sector-89-a-gurgaon-npxid-r7746,"2, 3, 4 bhk apartment in sector 89 a, gurgaon ['valet parking', 'food court', 'swimming pool', 'business lounge', 'school', 'restaurant', 'pergola', 'grocery shop', 'squash court'] ['pataudi road', 'dwarka expy', 'newtown square mall', 'euro international school', 'shri balaji’s multispeciality hospital'] {'pataudi road': '400 meter', 'dwarka expy': '3.3 km', 'newtown square mall': '3.5 km', 'euro international school': '7.5 km', 'shri balaji’s multispeciality hospital': '8 km', 'sgt university': '9.6 km', 'farrukh nagar railway station': '15.7 km', 'indira gandhi intl airport': '30 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,605 - 1,650 sq.ft.', 'price-range': '₹ 1.15 - 1.18 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,920 - 3,155 sq.ft.', 'price-range': '₹ 1.38 - 2.26 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,465 - 3,695 sq.ft.', 'price-range': '₹ 1.77 - 2.65 cr'}}"
bellavista central park resorts,"1 bhk service apartment, 1 rk studio apartment in sector 48, gurgaon","['mini theatre', 'infinity pool', 'lounge', 'restaurant', 'high speed elevators', 'sauna', 'jacuzzi', 'spa', 'water softener plant']","['candor techspace, sector 48', 'badshahpur sohna rd hwy', 'omaxe celebration mall', 'pataudi road', 'gd goenka public school']","{'candor techspace, sector 48': '500 meter', 'badshahpur sohna rd hwy': '2.5 km', 'omaxe celebration mall': '3 km', 'pataudi road': '5 km', 'gd goenka public school': '2.1 km', 'huda metro station': '7.3 km', 'sushant university': '10.6 km', 'indira gandhi international airport': '20.3 km', 'medanta - the medicity': '4.5 km', 'tau devilal sports complex': '4.8 km', 'doubletree by hilton hotel gurgaon': '10.6 km', 'de adventure park': '9 km'}","{'1 rk': {'building_type': 'studio apartment', 'area_type': 'carpet area', 'area': '438.63 - 1,607 sq.ft.', 'price-range': 'price on request'}, '1 bhk': {'building_type': 'service apartment', 'area_type': 'carpet area', 'area': '569.95 - 639.59 sq.ft.', 'price-range': 'price on request'}}",https://www.99acres.com/bellavista-central-park-resorts-sector-48-gurgaon-npxid-r343397,"1 bhk service apartment, 1 rk studio apartment in sector 48, gurgaon ['mini theatre', 'infinity pool', 'lounge', 'restaurant', 'high speed elevators', 'sauna', 'jacuzzi', 'spa', 'water softener plant'] ['candor techspace, sector 48', 'badshahpur sohna rd hwy', 'omaxe celebration mall', 'pataudi road', 'gd goenka public school'] {'candor techspace, sector 48': '500 meter', 'badshahpur sohna rd hwy': '2.5 km', 'omaxe celebration mall': '3 km', 'pataudi road': '5 km', 'gd goenka public school': '2.1 km', 'huda metro station': '7.3 km', 'sushant university': '10.6 km', 'indira gandhi international airport': '20.3 km', 'medanta - the medicity': '4.5 km', 'tau devilal sports complex': '4.8 km', 'doubletree by hilton hotel gurgaon': '10.6 km', 'de adventure park': '9 km'} {'1 rk': {'building_type': 'studio apartment', 'area_type': 'carpet area', 'area': '438.63 - 1,607 sq.ft.', 'price-range': 'price on request'}, '1 bhk': {'building_type': 'service apartment', 'area_type': 'carpet area', 'area': '569.95 - 639.59 sq.ft.', 'price-range': 'price on request'}}"
m3m heights,"2, 3 bhk apartment in sector 65, gurgaon","['bus shelter', 'infinity pool', 'swimming pool', 'bar/chill-out lounge', 'reflexology park', 'aerobics centre', 'restaurant', 'terrace garden', 'high speed elevators']","['m3m 65th avenue mall', 'dps international school', 'golf course extension road', 'park hospital', 'lemon tree hotel']","{'m3m 65th avenue mall': '0.25 km', 'dps international school': '0.85 km', 'golf course extension road': '1.4 km', 'park hospital': '3.5 km', 'lemon tree hotel': '4.4 km', 'rapid metro sector 56': '5 km', 'skyjumper trampoline park': '5.1 km', 'pvr drive in theatre': '5.7 km', 'dpg institute of technology': '7.9 km', 'indira gandhi international airport': '22.8 km', 'gurgaon - delhi expy': '3.7 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,250 - 1,450 sq.ft.', 'price-range': '₹ 2 - 2.32 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,828 - 2,004 sq.ft.', 'price-range': '₹ 2.92 - 3.21 cr'}}",https://www.99acres.com/m3m-heights-sector-65-gurgaon-npxid-r272921,"2, 3 bhk apartment in sector 65, gurgaon ['bus shelter', 'infinity pool', 'swimming pool', 'bar/chill-out lounge', 'reflexology park', 'aerobics centre', 'restaurant', 'terrace garden', 'high speed elevators'] ['m3m 65th avenue mall', 'dps international school', 'golf course extension road', 'park hospital', 'lemon tree hotel'] {'m3m 65th avenue mall': '0.25 km', 'dps international school': '0.85 km', 'golf course extension road': '1.4 km', 'park hospital': '3.5 km', 'lemon tree hotel': '4.4 km', 'rapid metro sector 56': '5 km', 'skyjumper trampoline park': '5.1 km', 'pvr drive in theatre': '5.7 km', 'dpg institute of technology': '7.9 km', 'indira gandhi international airport': '22.8 km', 'gurgaon - delhi expy': '3.7 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,250 - 1,450 sq.ft.', 'price-range': '₹ 2 - 2.32 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,828 - 2,004 sq.ft.', 'price-range': '₹ 2.92 - 3.21 cr'}}"
godrej habitat,"2, 3, 4 bhk apartment in sector 3, gurgaon","['mini theatre', 'foosball', 'swimming pool', 'flower garden', 'salon', 'atm', 'card room', 'piped gas', 'grocery shop']","['sneh hospital', 'gems international school', 'country inn & suites by radisson', 'dwarka expressway', 'huda mini golf course']","{'sneh hospital': '0.15 km', 'gems international school': '2.5 km', 'country inn & suites by radisson': '4.1 km', 'dwarka expressway': '5.8 km', 'huda mini golf course': '5.8 km', 'national highway 8': '6.2 km', 'star mall': '6.7 km', 'appu ghar water park': '8.2 km', 'huda city centre metro station': '8.2 km', 'icfai university': '9.8 km', 'indira gandhi international airport': '20.4 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '912.56 - 1,444 sq.ft.', 'price-range': '₹ 1.18 - 1.87 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,255.29 - 2,078 sq.ft.', 'price-range': '₹ 2.02 - 3.34 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,571.85 - 2,650 sq.ft.', 'price-range': '₹ 2.34 - 3.95 cr'}}",https://www.99acres.com/godrej-habitat-sector-3-gurgaon-npxid-r326543,"2, 3, 4 bhk apartment in sector 3, gurgaon ['mini theatre', 'foosball', 'swimming pool', 'flower garden', 'salon', 'atm', 'card room', 'piped gas', 'grocery shop'] ['sneh hospital', 'gems international school', 'country inn & suites by radisson', 'dwarka expressway', 'huda mini golf course'] {'sneh hospital': '0.15 km', 'gems international school': '2.5 km', 'country inn & suites by radisson': '4.1 km', 'dwarka expressway': '5.8 km', 'huda mini golf course': '5.8 km', 'national highway 8': '6.2 km', 'star mall': '6.7 km', 'appu ghar water park': '8.2 km', 'huda city centre metro station': '8.2 km', 'icfai university': '9.8 km', 'indira gandhi international airport': '20.4 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '912.56 - 1,444 sq.ft.', 'price-range': '₹ 1.18 - 1.87 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,255.29 - 2,078 sq.ft.', 'price-range': '₹ 2.02 - 3.34 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '1,571.85 - 2,650 sq.ft.', 'price-range': '₹ 2.34 - 3.95 cr'}}"
adani brahma samsara,"3, 4 bhk independent floor in sector 60, gurgaon","['swimming pool', 'school', 'restaurant', 'spa', 'skating rink', 'theatre', 'pool table', 'billiards', 'shopping centre']","['lemon tree hotel', 'paras trinity mall', 'tennis vidyalaya (tennis academy)', 'pvr drive in theatre', 'indira gandhi eye hospital']","{'lemon tree hotel': '1 km', 'paras trinity mall': '1 km', 'tennis vidyalaya (tennis academy)': '1.1 km', 'pvr drive in theatre': '1.5 km', 'indira gandhi eye hospital': '1.6 km', 'heritage xperiential learning school': '1.7 km', 'sector 55-56 rapid metro': '3.2 km', 'golf course extension road': '4.4 km', 'sushant university': '5.5 km', 'zooper india trampoline park': '6.6 km', 'teri golf course': '8.9 km', 'indira gandhi international airport': '21 km'}","{'3 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,116 sq.ft.', 'price-range': '₹ 1.7 cr'}, '4 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,474.66 sq.ft.', 'price-range': '₹ 2.22 cr'}}",https://www.99acres.com/adani-brahma-samsara-sector-60-gurgaon-npxid-r271215,"3, 4 bhk independent floor in sector 60, gurgaon ['swimming pool', 'school', 'restaurant', 'spa', 'skating rink', 'theatre', 'pool table', 'billiards', 'shopping centre'] ['lemon tree hotel', 'paras trinity mall', 'tennis vidyalaya (tennis academy)', 'pvr drive in theatre', 'indira gandhi eye hospital'] {'lemon tree hotel': '1 km', 'paras trinity mall': '1 km', 'tennis vidyalaya (tennis academy)': '1.1 km', 'pvr drive in theatre': '1.5 km', 'indira gandhi eye hospital': '1.6 km', 'heritage xperiential learning school': '1.7 km', 'sector 55-56 rapid metro': '3.2 km', 'golf course extension road': '4.4 km', 'sushant university': '5.5 km', 'zooper india trampoline park': '6.6 km', 'teri golf course': '8.9 km', 'indira gandhi international airport': '21 km'} {'3 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,116 sq.ft.', 'price-range': '₹ 1.7 cr'}, '4 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,474.66 sq.ft.', 'price-range': '₹ 2.22 cr'}}"
dlf the grove,"land, 4, 5 bhk independent floor in dlf phase 5, gurgaon","['swimming pool', 'atm', 'creche/day care', 'wi-fi connectivity', 'cafeteria', 'community hall', 'entrance lobby', 'sewage treatment plant', 'cctv camera security']","['park dr, dlf phase 5', 'central plaza mall', 'sector 53-54 metro station', 'sushant university', 'unicosmos school']","{'park dr, dlf phase 5': '41 meter', 'central plaza mall': '1.8 km', 'sector 53-54 metro station': '2.1 km', 'sushant university': '2.5 km', 'unicosmos school': '2.8 km', 'paras hospitals': '4.2 km', 'nh 148a': '10 km', 'indira gandhi intl airport': '16.9 km'}","{'4 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '2,430 - 4,520.84 sq.ft.', 'price-range': '₹ 6 - 11.16 cr'}, '5 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '5,760 sq.ft.', 'price-range': '₹ 11 cr'}, 'land': {'building_type': '', 'area_type': 'plot area', 'area': '538.2 sq.ft.', 'price-range': '₹ 5 cr'}}",https://www.99acres.com/dlf-the-grove-dlf-phase-5-gurgaon-npxid-r391580,"land, 4, 5 bhk independent floor in dlf phase 5, gurgaon ['swimming pool', 'atm', 'creche/day care', 'wi-fi connectivity', 'cafeteria', 'community hall', 'entrance lobby', 'sewage treatment plant', 'cctv camera security'] ['park dr, dlf phase 5', 'central plaza mall', 'sector 53-54 metro station', 'sushant university', 'unicosmos school'] {'park dr, dlf phase 5': '41 meter', 'central plaza mall': '1.8 km', 'sector 53-54 metro station': '2.1 km', 'sushant university': '2.5 km', 'unicosmos school': '2.8 km', 'paras hospitals': '4.2 km', 'nh 148a': '10 km', 'indira gandhi intl airport': '16.9 km'} {'4 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '2,430 - 4,520.84 sq.ft.', 'price-range': '₹ 6 - 11.16 cr'}, '5 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '5,760 sq.ft.', 'price-range': '₹ 11 cr'}, 'land': {'building_type': '', 'area_type': 'plot area', 'area': '538.2 sq.ft.', 'price-range': '₹ 5 cr'}}"
corona optus,"2, 3, 4 bhk apartment in sector 37c, gurgaon","['swimming pool', 'school', 'piped gas', 'skating rink', 'grocery shop', 'lawn tennis court', 'multipurpose court', 'amphitheatre', 'earthquake resistant']","['the esplanade mall', 'gurugram road', 'heritage badminton academy', 'green field public school', 'kadipur industrial area']","{'the esplanade mall': '0.85 km', 'gurugram road': '1.1 km', 'heritage badminton academy': '1.1 km', 'green field public school': '1.4 km', 'kadipur industrial area': '2 km', 'delhi jaipur expressway': '3.5 km', 'tau devilal sports complex': '7.3 km', 'gurgaon railway station': '7.5 km', 'medanta the medicity': '8.9 km', 'skyjumper trampoline park': '9 km', 'gurugram university': '10.8 km', 'holiday inn gurugram sector 90': '12.9 km', 'indira gandhi international airport': '22.8 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,345 - 1,915 sq.ft.', 'price-range': '₹ 95.4 l - 1.36 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,720 - 2,199 sq.ft.', 'price-range': '₹ 1.22 - 1.58 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,696 - 2,764 sq.ft.', 'price-range': '₹ 1.91 - 1.96 cr'}}",https://www.99acres.com/corona-optus-sector-37c-gurgaon-npxid-r2788,"2, 3, 4 bhk apartment in sector 37c, gurgaon ['swimming pool', 'school', 'piped gas', 'skating rink', 'grocery shop', 'lawn tennis court', 'multipurpose court', 'amphitheatre', 'earthquake resistant'] ['the esplanade mall', 'gurugram road', 'heritage badminton academy', 'green field public school', 'kadipur industrial area'] {'the esplanade mall': '0.85 km', 'gurugram road': '1.1 km', 'heritage badminton academy': '1.1 km', 'green field public school': '1.4 km', 'kadipur industrial area': '2 km', 'delhi jaipur expressway': '3.5 km', 'tau devilal sports complex': '7.3 km', 'gurgaon railway station': '7.5 km', 'medanta the medicity': '8.9 km', 'skyjumper trampoline park': '9 km', 'gurugram university': '10.8 km', 'holiday inn gurugram sector 90': '12.9 km', 'indira gandhi international airport': '22.8 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,345 - 1,915 sq.ft.', 'price-range': '₹ 95.4 l - 1.36 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,720 - 2,199 sq.ft.', 'price-range': '₹ 1.22 - 1.58 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,696 - 2,764 sq.ft.', 'price-range': '₹ 1.91 - 1.96 cr'}}"
